TIME PERIOD,PRODUCT,TOTAL DOLS (000),NETWORK TV DOLS (000),CABLE TV DOLS (000),SYNDICATION DOLS (000),SPOT TV DOLS (000),MAGAZINES DOLS (000),SUNDAY MAGS DOLS (000),NATL NEWSP DOLS (000),NEWSPAPER DOLS (000),NETWORK RADIO DOLS (000),NAT SPOT RADIO DOLS (000),OUTDOOR DOLS (000)
"WEEK OF APR 30, 2018 (B)",Netflix-Sense 8 : Online,7.1,0,0,0,0,0,0,0,0,0,0,7.1
"WEEK OF APR 30, 2018 (B)",Netflix-Troll Hunters : Online,15.5,0,0,0,0,0,0,0,0,0,0,15.5
"WEEK OF APR 30, 2018 (B)",Netflix-Unbreakable Kimmy Schmidt : Online,53.6,0,0,0,0,53.6,0,0,0,0,0,0
"WEEK OF APR 30, 2018 (B)",Netflix-Week Of : Online,1880.2,951,579.6,0,316.1,0,0,0,0,0,0,33.5
"WEEK OF MAY 07, 2018 (B)",Netflix : Online,58.2,0,0,0,0,0,0,0,0,25.3,32.9,0
"WEEK OF MAY 07, 2018 (B)",Netflix-13 Reasons Why : Online,77.1,0,22,0,55.1,0,0,0,0,0,0,0
"WEEK OF MAY 07, 2018 (B)",Netflix-Ali Wong Hard Knock Wife : Online,8,0,0,0,8,0,0,0,0,0,0,0
"WEEK OF MAY 07, 2018 (B)",Netflix-Arrested Development : Online,18.4,0,0,0,18.4,0,0,0,0,0,0,0
"WEEK OF MAY 07, 2018 (B)",Netflix-Evil Genius : Online,76.2,0,0,0,0,0,0,0,76.2,0,0,0
"WEEK OF MAY 07, 2018 (B)",Netflix-Kevin James Never Dont Give Up : Online,0.3,0,0,0,0.3,0,0,0,0,0,0,0
"WEEK OF MAY 07, 2018 (B)",Netflix-Week Of : Online,696.5,173.3,213.9,0,0,309.3,0,0,0,0,0,0
"WEEK OF MAY 14, 2018 (B)",Netflix : Online,58.2,0,0,0,0,0,0,0,0,25.3,32.9,0
"WEEK OF MAY 14, 2018 (B)",Netflix-13 Reasons Why : Online,934.3,764.9,98.9,0,70.6,0,0,0,0,0,0,0
"WEEK OF MAY 14, 2018 (B)",Netflix-Alex Strangelove : Online,3.5,0,0,0,3.5,0,0,0,0,0,0,0
"WEEK OF MAY 14, 2018 (B)",Netflix-Ali Wong Hard Knock Wife : Online,6.6,0,0,0,6.6,0,0,0,0,0,0,0
"WEEK OF MAY 14, 2018 (B)",Netflix-Arrested Development : Online,55.2,0,0,0,55.2,0,0,0,0,0,0,0
"WEEK OF MAY 14, 2018 (B)",Netflix-Cargo : Online,37.4,0,0,0,0,0,0,37.4,0,0,0,0
"WEEK OF MAY 14, 2018 (B)",Netflix-Crown : Online,207.8,0,0,0,19.8,0,0,142.9,45.1,0,0,0
"WEEK OF MAY 14, 2018 (B)",Netflix-Evil Genius : Online,128.4,112,0,0,16.4,0,0,0,0,0,0,0
"WEEK OF MAY 14, 2018 (B)",Netflix-Fauda : Online,19.1,0,0,0,19.1,0,0,0,0,0,0,0
"WEEK OF MAY 14, 2018 (B)",Netflix-Glow : Online,152.5,0,0,0,41.4,0,0,0,111,0,0,0
"WEEK OF MAY 14, 2018 (B)",Netflix-Godless : Online,29.4,0,0,0,0,0,0,0,29.4,0,0,0
"WEEK OF MAY 14, 2018 (B)",Netflix-Ibiza : Online,145.7,87.7,0,0,58,0,0,0,0,0,0,0
"WEEK OF MAY 14, 2018 (B)",Netflix-Mindhunter : Online,29.4,0,0,0,0,0,0,0,29.4,0,0,0
"WEEK OF MAY 14, 2018 (B)",Netflix-Ozark : Online,29.4,0,0,0,0,0,0,0,29.4,0,0,0
"WEEK OF MAY 14, 2018 (B)",Netflix-Unbreakable Kimmy Schmidt : Online,11.5,0,0,0,11.5,0,0,0,0,0,0,0
"WEEK OF MAY 14, 2018 (B)",Netflix-Week Of : Online,2.4,0,0,0,2.4,0,0,0,0,0,0,0
"WEEK OF MAY 21, 2018 (B)",Netflix : Online,58.2,0,0,0,0,0,0,0,0,25.3,32.9,0
"WEEK OF MAY 21, 2018 (B)",Netflix-13 Reasons Why : Online,558.3,352.4,181.3,0,24.6,0,0,0,0,0,0,0
"WEEK OF MAY 21, 2018 (B)",Netflix-Arrested Development : Online,570.3,0,0,0,48.6,521.7,0,0,0,0,0,0
"WEEK OF MAY 21, 2018 (B)",Netflix-Break With Michelle Wolf : Online,14.4,0,0,0,14.4,0,0,0,0,0,0,0
"WEEK OF MAY 21, 2018 (B)",Netflix-Crown : Online,40.1,0,0,0,10.6,0,0,0,29.4,0,0,0
"WEEK OF MAY 21, 2018 (B)",Netflix-Fauda : Online,196.7,93.8,22.5,0,0,0,0,71.4,9,0,0,0
"WEEK OF MAY 21, 2018 (B)",Netflix-Glow : Online,198.3,0,0,0,29.6,0,0,150.7,18.1,0,0,0
"WEEK OF MAY 21, 2018 (B)",Netflix-Godless : Online,162.2,0,0,0,11.5,0,0,150.7,0,0,0,0
"WEEK OF MAY 21, 2018 (B)",Netflix-Ibiza : Online,601.9,0,601.9,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 21, 2018 (B)",Netflix-Mindhunter : Online,320,0,0,0,9.1,0,0,311,0,0,0,0
"WEEK OF MAY 21, 2018 (B)",Netflix-Ozark : Online,180.9,0,0,0,8.6,0,0,142.9,29.4,0,0,0
"WEEK OF MAY 21, 2018 (B)",Netflix-Steve Martin & Martin Short : Online,11.8,0,0,0,11.8,0,0,0,0,0,0,0
"WEEK OF MAY 21, 2018 (B)",Netflix-Stranger Things : Online,209.1,0,0,0,3.2,0,0,150.7,55.2,0,0,0
"WEEK OF MAY 28, 2018 (B)",Netflix : Online,2309.2,0,0,0,0,0,0,0,0,18.4,32.2,2258.6
"WEEK OF MAY 28, 2018 (B)",Netflix-13 Reasons Why : Online,1.9,0,1.9,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 28, 2018 (B)",Netflix-Alex Strangelove : Online,23.9,0,0,0,23.9,0,0,0,0,0,0,0
"WEEK OF MAY 28, 2018 (B)",Netflix-Arrested Development : Online,122.2,0,0,0,54.1,53.6,0,0,14.5,0,0,0
"WEEK OF MAY 28, 2018 (B)",Netflix-Black Mirror : Online,150.7,0,0,0,0,0,0,150.7,0,0,0,0
"WEEK OF MAY 28, 2018 (B)",Netflix-Break With Michelle Wolf : Online,9.1,0,0,0,9.1,0,0,0,0,0,0,0
"WEEK OF MAY 28, 2018 (B)",Netflix-Crown : Online,159.1,0,0,0,8.4,0,0,150.7,0,0,0,0
"WEEK OF MAY 28, 2018 (B)",Netflix-Emmys 2013 : Online,182.6,0,0,0,0,0,0,0,0,0,0,182.6
"WEEK OF MAY 28, 2018 (B)",Netflix-Evil Genius : Online,0.9,0,0,0,0,0,0,0,0,0,0,0.9
"WEEK OF MAY 28, 2018 (B)",Netflix-Glow : Online,100.2,0,0,0,17.1,53.6,0,0,29.4,0,0,0
"WEEK OF MAY 28, 2018 (B)",Netflix-Godless : Online,34.7,0,0,0,8.9,0,0,0,25.8,0,0,0
"WEEK OF MAY 28, 2018 (B)",Netflix-Ibiza : Online,92.4,0,64.6,0,27.8,0,0,0,0,0,0,0
"WEEK OF MAY 28, 2018 (B)",Netflix-Kissing Booth : Online,90.8,0,90.8,0,0,0,0,0,0,0,0,0
"WEEK OF MAY 28, 2018 (B)",Netflix-La Balada De Hugo Sanchez : Online,0.1,0,0,0,0.1,0,0,0,0,0,0,0
"WEEK OF MAY 28, 2018 (B)",Netflix-Luke Cage : Online,1,0,0,0,0,0,0,0,0,0,1,0
"WEEK OF MAY 28, 2018 (B)",Netflix-Mindhunter : Online,159.7,0,0,0,9,0,0,150.7,0,0,0,0
"WEEK OF MAY 28, 2018 (B)",Netflix-Ozark : Online,238.4,0,0,0,34.1,53.6,0,150.7,0,0,0,0
"WEEK OF MAY 28, 2018 (B)",Netflix-Queer Eye : Online,83.5,0,0,0,0,0,0,0,0,0,0,83.5
"WEEK OF MAY 28, 2018 (B)",Netflix-Sense 8 : Online,147.5,0,11.7,0,0,83.2,0,0,0,0,0,52.5
"WEEK OF MAY 28, 2018 (B)",Netflix-Set It Up : Online,123.6,0,0,0,0,0,0,0,0,0,3.4,120.2
"WEEK OF MAY 28, 2018 (B)",Netflix-Staircase : Online,43.9,0,0,0,0,0,0,43.9,0,0,0,0
"WEEK OF MAY 28, 2018 (B)",Netflix-Stand Up & Sing For The Arts : Online,142.9,0,0,0,0,0,0,142.9,0,0,0,0
"WEEK OF MAY 28, 2018 (B)",Netflix-Stranger Things : Online,160.2,0,0,0,9.5,0,0,150.7,0,0,0,0
"WEEK OF MAY 28, 2018 (B)",Netflix-Troll Hunters : Online,2,0,0,0,0,0,0,0,0,0,0,2
"WEEK OF MAY 28, 2018 (B)",Netflix-Unbreakable Kimmy Schmidt : Online,190.3,0,0,0,10.2,0,0,150.7,29.4,0,0,0
"WEEK OF JUN 04, 2018 (B)",Netflix : Online,40.5,0,0,0,0,0,0,0,0,9.1,31.3,0
"WEEK OF JUN 04, 2018 (B)",Netflix-Alex Strangelove : Online,41.9,0,0,0,0,0,0,37.4,4.5,0,0,0
"WEEK OF JUN 04, 2018 (B)",Netflix-Arrested Development : Online,14.5,0,0,0,0,0,0,0,14.5,0,0,0
"WEEK OF JUN 04, 2018 (B)",Netflix-Black Mirror : Online,150.7,0,0,0,0,0,0,150.7,0,0,0,0
"WEEK OF JUN 04, 2018 (B)",Netflix-Break With Michelle Wolf : Online,3.3,0,0,0,3.3,0,0,0,0,0,0,0
"WEEK OF JUN 04, 2018 (B)",Netflix-Comedians In Cars Getting Coffee : Online,111.4,111.4,0,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 04, 2018 (B)",Netflix-Crown : Online,190.9,0,0,0,14.4,0,0,150.7,25.8,0,0,0
"WEEK OF JUN 04, 2018 (B)",Netflix-Glow : Online,161.3,0,0,0,10.6,0,0,150.7,0,0,0,0
"WEEK OF JUN 04, 2018 (B)",Netflix-Godless : Online,237,0,0,0,68.2,0,0,150.7,18.1,0,0,0
"WEEK OF JUN 04, 2018 (B)",Netflix-Kissing Booth : Online,323.5,139.5,184,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 04, 2018 (B)",Netflix-La Balada De Hugo Sanchez : Online,0.5,0,0,0,0.5,0,0,0,0,0,0,0
"WEEK OF JUN 04, 2018 (B)",Netflix-Luke Cage : Online,2.2,0,0,0,0,0,0,0,0,0,2.2,0
"WEEK OF JUN 04, 2018 (B)",Netflix-Mindhunter : Online,156.6,0,0,0,5.9,0,0,150.7,0,0,0,0
"WEEK OF JUN 04, 2018 (B)",Netflix-Ozark : Online,350.3,0,0,0,35.1,0,0,311,4.2,0,0,0
"WEEK OF JUN 04, 2018 (B)",Netflix-Queer Eye : Online,150.7,0,0,0,0,0,0,150.7,0,0,0,0
"WEEK OF JUN 04, 2018 (B)",Netflix-Sense 8 : Online,91,64.1,26.9,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 04, 2018 (B)",Netflix-Set It Up : Online,25.4,0,17.4,0,0,0,0,0,0,0,7.9,0
"WEEK OF JUN 04, 2018 (B)",Netflix-Staircase : Online,8.2,0,8.2,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 04, 2018 (B)",Netflix-Stranger Things : Online,188.7,0,0,0,38,0,0,150.7,0,0,0,0
"WEEK OF JUN 04, 2018 (B)",Netflix-Unbreakable Kimmy Schmidt : Online,207.8,0,0,0,52.8,0,0,150.7,4.3,0,0,0
"WEEK OF JUN 04, 2018 (B)",Netflix-Wild Wild Country : Online,150.7,0,0,0,0,0,0,150.7,0,0,0,0
"WEEK OF JUN 11, 2018 (B)",Netflix : Online,40.5,0,0,0,0,0,0,0,0,9.1,31.3,0
"WEEK OF JUN 11, 2018 (B)",Netflix-Black Mirror : Online,207.2,0,0,0,0,0,0,138.1,69.1,0,0,0
"WEEK OF JUN 11, 2018 (B)",Netflix-Crown : Online,179.2,0,0,0,10.4,0,0,150.7,18.1,0,0,0
"WEEK OF JUN 11, 2018 (B)",Netflix-Glow : Online,207.7,0,0,0,28.3,0,0,138.1,41.3,0,0,0
"WEEK OF JUN 11, 2018 (B)",Netflix-Godless : Online,327.4,0,0,0,29.5,0,0,293.6,4.3,0,0,0
"WEEK OF JUN 11, 2018 (B)",Netflix-Kiss Me First : Online,25.9,0,25.9,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 11, 2018 (B)",Netflix-La Balada De Hugo Sanchez : Online,0.6,0,0,0,0.6,0,0,0,0,0,0,0
"WEEK OF JUN 11, 2018 (B)",Netflix-Luke Cage : Online,93,0,0,0,90.7,0,0,0,0,0,2.2,0
"WEEK OF JUN 11, 2018 (B)",Netflix-Mindhunter : Online,143.5,0,0,0,5.3,0,0,138.1,0,0,0,0
"WEEK OF JUN 11, 2018 (B)",Netflix-One Day At A Time : Online,150.7,0,0,0,0,0,0,150.7,0,0,0,0
"WEEK OF JUN 11, 2018 (B)",Netflix-Ozark : Online,179.9,0,0,0,13.8,0,0,150.7,15.5,0,0,0
"WEEK OF JUN 11, 2018 (B)",Netflix-Queer Eye : Online,279.9,0,17.6,0,0.3,261,0,0,1,0,0,0
"WEEK OF JUN 11, 2018 (B)",Netflix-Sense 8 : Online,37.2,37.2,0,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 11, 2018 (B)",Netflix-Set It Up : Online,437,0,390,0,39,0,0,0,0,0,7.9,0
"WEEK OF JUN 11, 2018 (B)",Netflix-Spirit : Online,93.9,0,0,0,0,93.9,0,0,0,0,0,0
"WEEK OF JUN 11, 2018 (B)",Netflix-Staircase : Online,2.3,0,2.3,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 11, 2018 (B)",Netflix-Stranger Things : Online,380.8,0,0,0,17.4,0,0,298.4,65,0,0,0
"WEEK OF JUN 11, 2018 (B)",Netflix-Unbreakable Kimmy Schmidt : Online,15.5,0,0,0,0,0,0,0,15.5,0,0,0
"WEEK OF JUN 11, 2018 (B)",Netflix-Wild Wild Country : Online,3.8,0,0,0,0,0,0,0,3.8,0,0,0
"WEEK OF JUN 18, 2018 (B)",Netflix : Online,400.2,0,359.7,0,0,0,0,0,0,9.1,31.3,0
"WEEK OF JUN 18, 2018 (B)",Netflix-Black Mirror : Online,150.7,0,0,0,0,0,0,150.7,0,0,0,0
"WEEK OF JUN 18, 2018 (B)",Netflix-Comedians In Cars Getting Coffee : Online,252,0,0,0,252,0,0,0,0,0,0,0
"WEEK OF JUN 18, 2018 (B)",Netflix-Crown : Online,354.4,0,0,0,14,0,0,311,29.4,0,0,0
"WEEK OF JUN 18, 2018 (B)",Netflix-Glow : Online,294.9,0,55.9,0,31.6,34.1,0,142.9,30.4,0,0,0
"WEEK OF JUN 18, 2018 (B)",Netflix-Godless : Online,217.7,0,0,0,19.5,0,0,150.7,47.5,0,0,0
"WEEK OF JUN 18, 2018 (B)",Netflix-Kiss Me First : Online,23,0,23,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 18, 2018 (B)",Netflix-Luke Cage : Online,178,0,0,0,175.8,0,0,0,0,0,2.2,0
"WEEK OF JUN 18, 2018 (B)",Netflix-Mindhunter : Online,25.3,0,0,0,9.8,0,0,0,15.5,0,0,0
"WEEK OF JUN 18, 2018 (B)",Netflix-One Day At A Time : Online,197,0,0,0,0,0,0,150.7,46.3,0,0,0
"WEEK OF JUN 18, 2018 (B)",Netflix-Ozark : Online,68,0,0,0,12.8,0,0,0,55.2,0,0,0
"WEEK OF JUN 18, 2018 (B)",Netflix-Queer Eye : Online,138.1,0,0,0,0,0,0,138.1,0,0,0,0
"WEEK OF JUN 18, 2018 (B)",Netflix-Set It Up : Online,294.5,139.5,147,0,0,0,0,0,0,0,7.9,0
"WEEK OF JUN 18, 2018 (B)",Netflix-Seven Seconds : Online,29.4,0,0,0,0,0,0,0,29.4,0,0,0
"WEEK OF JUN 18, 2018 (B)",Netflix-Stranger Things : Online,190.3,0,0,0,7.3,0,0,138.1,44.9,0,0,0
"WEEK OF JUN 18, 2018 (B)",Netflix-Unbreakable Kimmy Schmidt : Online,298.2,0,0,0,0,268.8,0,0,29.4,0,0,0
"WEEK OF JUN 18, 2018 (B)",Netflix-USS Callister : Online,3.8,0,0,0,0,0,0,0,3.8,0,0,0
"WEEK OF JUN 18, 2018 (B)",Netflix-Wild Wild Country : Online,138.1,0,0,0,0,0,0,138.1,0,0,0,0
"WEEK OF JUN 25, 2018 (B)",Netflix : Online,1643.6,0,0,0,0,0,0,0,0,11.1,42.9,1589.6
"WEEK OF JUN 25, 2018 (B)",Netflix-Anne With An E : Online,284.5,0,0,0,0,284.5,0,0,0,0,0,0
"WEEK OF JUN 25, 2018 (B)",Netflix-Comedians In Cars Getting Coffee : Online,180.6,0,0,0,180.6,0,0,0,0,0,0,0
"WEEK OF JUN 25, 2018 (B)",Netflix-Emmys 2013 : Online,1.1,0,0,0,0,0,0,0,0,0,0,1.1
"WEEK OF JUN 25, 2018 (B)",Netflix-Glow : Online,439.7,0,378.3,0,61.4,0,0,0,0,0,0,0
"WEEK OF JUN 25, 2018 (B)",Netflix-How It Ends : Online,24,0,0,0,24,0,0,0,0,0,0,0
"WEEK OF JUN 25, 2018 (B)",Netflix-Kiss Me First : Online,31.7,0,31.7,0,0,0,0,0,0,0,0,0
"WEEK OF JUN 25, 2018 (B)",Netflix-Like Father : Online,0.1,0,0,0,0,0,0,0,0,0.1,0,0
"WEEK OF JUN 25, 2018 (B)",Netflix-Luke Cage : Online,192.5,0,0,0,190.3,0,0,0,0,0,2.2,0
"WEEK OF JUN 25, 2018 (B)",Netflix-Queer Eye : Online,3.1,0,0,0,0,0,0,0,0,0,0,3.1
"WEEK OF JUN 25, 2018 (B)",Netflix-Recovery Boys : Online,85.6,0,0,0,0,0,0,85.6,0,0,0,0
"WEEK OF JUN 25, 2018 (B)",Netflix-Set It Up : Online,532.9,0,0,0,0,521.7,0,0,0,0,6.8,4.5
"WEEK OF JUL 02, 2018 (B)",Netflix : Online,135.3,0,0,0,0,0,0,0,0,22.9,112.4,0
"WEEK OF JUL 02, 2018 (B)",Netflix-Anne With An E : Online,40.1,40.1,0,0,0,0,0,0,0,0,0,0
"WEEK OF JUL 02, 2018 (B)",Netflix-Comedians In Cars Getting Coffee : Online,423.9,56.6,84.6,0,193.3,0,0,71.4,17.9,0,0,0
"WEEK OF JUL 02, 2018 (B)",Netflix-Glow : Online,267,0,6,0,0,261,0,0,0,0,0,0
"WEEK OF JUL 02, 2018 (B)",Netflix-How It Ends : Online,51,0,0,0,51,0,0,0,0,0,0,0
"WEEK OF JUL 02, 2018 (B)",Netflix-Kiss Me First : Online,23.4,0,23.4,0,0,0,0,0,0,0,0,0
"WEEK OF JUL 02, 2018 (B)",Netflix-Legacy Of A Whitetail Deer Hunter : Online,17.1,0,17.1,0,0,0,0,0,0,0,0,0
"WEEK OF JUL 02, 2018 (B)",Netflix-Like Father : Online,0.9,0,0,0,0,0,0,0,0,0.9,0,0
"WEEK OF JUL 02, 2018 (B)",Netflix-Luke Cage : Online,2.2,0,0,0,0,0,0,0,0,0,2.2,0
"WEEK OF JUL 02, 2018 (B)",Netflix-Recovery Boys : Online,37.4,0,0,0,0,0,0,37.4,0,0,0,0
"WEEK OF JUL 09, 2018 (B)",Netflix : Online,135.3,0,0,0,0,0,0,0,0,22.9,112.4,0
"WEEK OF JUL 09, 2018 (B)",Netflix Inc : Corporate Promotion,160.9,0,0,0,0,0,0,142.9,18.1,0,0,0
"WEEK OF JUL 09, 2018 (B)",Netflix-Anne With An E : Online,257.6,36.5,0,45,0.1,134.1,0,42,0,0,0,0
"WEEK OF JUL 09, 2018 (B)",Netflix-Comedians In Cars Getting Coffee : Online,493.7,131.6,93.3,0,0,268.8,0,0,0,0,0,0
"WEEK OF JUL 09, 2018 (B)",Netflix-Glow : Online,521.7,0,0,0,0,521.7,0,0,0,0,0,0
"WEEK OF JUL 09, 2018 (B)",Netflix-How It Ends : Online,120.2,0,0,0,120.2,0,0,0,0,0,0,0
"WEEK OF JUL 09, 2018 (B)",Netflix-Kiss Me First : Online,20.3,0,20.3,0,0,0,0,0,0,0,0,0
"WEEK OF JUL 09, 2018 (B)",Netflix-Like Father : Online,0.9,0,0,0,0,0,0,0,0,0.9,0,0
"WEEK OF JUL 09, 2018 (B)",Netflix-Luke Cage : Online,2.2,0,0,0,0,0,0,0,0,0,2.2,0
"WEEK OF JUL 16, 2018 (B)",Netflix : Online,135.3,0,0,0,0,0,0,0,0,22.9,112.4,0
"WEEK OF JUL 16, 2018 (B)",Netflix Inc : Corporate Promotion,186.1,0,0,0,0,0,0,160.3,25.8,0,0,0
"WEEK OF JUL 16, 2018 (B)",Netflix-Anne With An E : Online,386.5,0,0,0,0.1,386.4,0,0,0,0,0,0
"WEEK OF JUL 16, 2018 (B)",Netflix-Comedians In Cars Getting Coffee : Online,107.1,0,0,0,107.1,0,0,0,0,0,0,0
"WEEK OF JUL 16, 2018 (B)",Netflix-How It Ends : Online,132.8,0,0,0,132.8,0,0,0,0,0,0,0
"WEEK OF JUL 16, 2018 (B)",Netflix-Like Father : Online,0.9,0,0,0,0,0,0,0,0,0.9,0,0
"WEEK OF JUL 16, 2018 (B)",Netflix-Luke Cage : Online,2.2,0,0,0,0,0,0,0,0,0,2.2,0
"WEEK OF JUL 23, 2018 (B)",Netflix : Online,135.3,0,0,0,0,0,0,0,0,22.9,112.4,0
"WEEK OF JUL 23, 2018 (B)",Netflix-Bleeding Edge : Online,111.4,0,0,0,25.8,0,0,85,0.6,0,0,0
"WEEK OF JUL 23, 2018 (B)",Netflix-Comedians In Cars Getting Coffee : Online,118.9,0,0,0,118.9,0,0,0,0,0,0,0
"WEEK OF JUL 23, 2018 (B)",Netflix-Crown : Online,178.3,0,0,0,0,0,0,160.3,18.1,0,0,0
"WEEK OF JUL 23, 2018 (B)",Netflix-Godless : Online,168.7,0,0,0,0,0,0,142.9,25.8,0,0,0
"WEEK OF JUL 23, 2018 (B)",Netflix-Like Father : Online,0.9,0,0,0,0,0,0,0,0,0.9,0,0
"WEEK OF JUL 23, 2018 (B)",Netflix-Luke Cage : Online,2.2,0,0,0,0,0,0,0,0,0,2.2,0
"WEEK OF JUL 23, 2018 (B)",Netflix-Maddman The Steve Madden Story : Online,38.1,0,0,0,0,0,0,0,38.1,0,0,0
"WEEK OF JUL 30, 2018 (B)",Netflix : Online,2468.8,29,61.9,0,0,0,0,0,0,59.3,47.7,2271
"WEEK OF JUL 30, 2018 (B)",Netflix-Crown : Online,142.9,0,0,0,0,0,0,142.9,0,0,0,0
"WEEK OF JUL 30, 2018 (B)",Netflix-Disenchantment : Online,56.5,0,40.2,0,0,0,0,0,0,16.3,0,0
"WEEK OF JUL 30, 2018 (B)",Netflix-Glow : Online,19.8,0,0,0,1.7,0,0,0,18.1,0,0,0
"WEEK OF JUL 30, 2018 (B)",Netflix-Godless : Online,166,0,0,0,5.7,0,0,160.3,0,0,0,0
"WEEK OF JUL 30, 2018 (B)",Netflix-Innocents : Online,80.9,0,0,0,0,0,0,0,0,0,0,80.9
"WEEK OF JUL 30, 2018 (B)",Netflix-La Casa De Las Flores : Online,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"WEEK OF JUL 30, 2018 (B)",Netflix-Lemony Snickets A Series Of Unfortunate Events : Online,234,0,0,0,0,0,0,0,0,0,0,234
"WEEK OF JUL 30, 2018 (B)",Netflix-Like Father : Online,342.8,0,0,0,22.6,261,0,0,0,2.9,0,56.3
"WEEK OF JUL 30, 2018 (B)",Netflix-Luke Cage : Online,0.6,0,0,0,0,0,0,0,0,0,0.6,0
"WEEK OF JUL 30, 2018 (B)",Netflix-Orange Is The New Black : Online,524.9,0,0,0,0,524.9,0,0,0,0,0,0
"WEEK OF JUL 30, 2018 (B)",Netflix-Ozark : Online,42.8,0,0,0,0,0,0,0,0,0,0,42.8
"WEEK OF JUL 30, 2018 (B)",Netflix-Queer Eye : Online,53.6,0,0,0,0,53.6,0,0,0,0,0,0
"WEEK OF JUL 30, 2018 (B)",Netflix-USS Callister : Online,25.8,0,0,0,0,0,0,0,25.8,0,0,0
"WEEK OF AUG 06, 2018 (B)",Netflix : Online,161.7,0,66.1,0,0,0,0,0,0,73.8,21.8,0
"WEEK OF AUG 06, 2018 (B)",Netflix-All About The Washingtons : Online,100.3,61.9,25.2,0,13.2,0,0,0,0,0,0,0
"WEEK OF AUG 06, 2018 (B)",Netflix-Crown : Online,320.1,0,0,0,33.4,0,0,150.7,136,0,0,0
"WEEK OF AUG 06, 2018 (B)",Netflix-Disenchantment : Online,176.4,0,153.6,0,0,0,0,0,0,22.8,0,0
"WEEK OF AUG 06, 2018 (B)",Netflix-Glow : Online,150.7,0,0,0,0,0,0,150.7,0,0,0,0
"WEEK OF AUG 06, 2018 (B)",Netflix-Godless : Online,203.1,0,0,0,30.8,0,0,142.9,29.4,0,0,0
"WEEK OF AUG 06, 2018 (B)",Netflix-Guernsey Literary & Potato Peel Pie Society : Online,11.7,0,0,0,11.7,0,0,0,0,0,0,0
"WEEK OF AUG 06, 2018 (B)",Netflix-Innocents : Online,107.5,0,0,0,107.5,0,0,0,0,0,0,0
"WEEK OF AUG 06, 2018 (B)",Netflix-Insatiable : Online,23.4,0,23.4,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 06, 2018 (B)",Netflix-La Casa De Las Flores : Online,0.8,0,0,0,0.8,0,0,0,0,0,0,0
"WEEK OF AUG 06, 2018 (B)",Netflix-Like Father : Online,226.8,223.1,0,0,0,0,0,0,0,3.7,0,0
"WEEK OF AUG 06, 2018 (B)",Netflix-My Next Guest Needs No Introduction : Online,150.7,0,0,0,0,0,0,150.7,0,0,0,0
"WEEK OF AUG 06, 2018 (B)",Netflix-Ozark : Online,31.1,0,0,0,1.7,0,0,0,29.4,0,0,0
"WEEK OF AUG 06, 2018 (B)",Netflix-Queer Eye : Online,209.3,0,0,0,11.2,0,0,150.7,47.5,0,0,0
"WEEK OF AUG 06, 2018 (B)",Netflix-Stranger Things : Online,215.8,0,0,0,26.1,0,0,160.3,29.4,0,0,0
"WEEK OF AUG 06, 2018 (B)",Netflix-To All The Boys Ive Loved Before : Online,28.8,0,0,0,28.8,0,0,0,0,0,0,0
"WEEK OF AUG 06, 2018 (B)",Netflix-Unbreakable Kimmy Schmidt : Online,29.4,0,0,0,0,0,0,0,29.4,0,0,0
"WEEK OF AUG 06, 2018 (B)",Netflix-USS Callister : Online,29.4,0,0,0,0,0,0,0,29.4,0,0,0
"WEEK OF AUG 06, 2018 (B)",Netflix-Wild Wild Country : Online,56.2,0,0,0,25.6,0,0,0,30.7,0,0,0
"WEEK OF AUG 13, 2018 (B)",Netflix : Online,215.5,0,119.9,0,0,0,0,0,0,73.8,21.8,0
"WEEK OF AUG 13, 2018 (B)",Netflix-All About The Washingtons : Online,8.4,0,8.4,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 13, 2018 (B)",Netflix-Crown : Online,237.6,0,0,0,49.8,0,0,142.9,44.9,0,0,0
"WEEK OF AUG 13, 2018 (B)",Netflix-Disenchantment : Online,520.5,0,236.6,0,0,261,0,0,0,22.8,0,0
"WEEK OF AUG 13, 2018 (B)",Netflix-Glow : Online,44.9,0,0,0,0,0,0,0,44.9,0,0,0
"WEEK OF AUG 13, 2018 (B)",Netflix-Godless : Online,385.6,0,0,0,11.7,0,0,311,63,0,0,0
"WEEK OF AUG 13, 2018 (B)",Netflix-Innocents : Online,139,0,0,0,139,0,0,0,0,0,0,0
"WEEK OF AUG 13, 2018 (B)",Netflix-Insatiable : Online,4.8,0,4.8,0,0,0,0,0,0,0,0,0
"WEEK OF AUG 13, 2018 (B)",Netflix-La Casa De Las Flores : Online,0.4,0,0,0,0.4,0,0,0,0,0,0,0
