FIXED TIME,CABLE TV_diff,CABLE TV_diff_lag1,CABLE TV_diff_lag2,CABLE TV_diff_lag3,CABLE TV_diff_lag4,CABLE TV_diff_lag5,MAGAZINES_diff,MAGAZINES_diff_lag1,MAGAZINES_diff_lag2,MAGAZINES_diff_lag3,MAGAZINES_diff_lag4,MAGAZINES_diff_lag5,NAT SPOT RADIO_diff,NAT SPOT RADIO_diff_lag1,NAT SPOT RADIO_diff_lag2,NAT SPOT RADIO_diff_lag3,NAT SPOT RADIO_diff_lag4,NAT SPOT RADIO_diff_lag5,NATL NEWSP_diff,NATL NEWSP_diff_lag1,NATL NEWSP_diff_lag2,NATL NEWSP_diff_lag3,NATL NEWSP_diff_lag4,NATL NEWSP_diff_lag5,NETWORK RADIO_diff,NETWORK RADIO_diff_lag1,NETWORK RADIO_diff_lag2,NETWORK RADIO_diff_lag3,NETWORK RADIO_diff_lag4,NETWORK RADIO_diff_lag5,NETWORK TV_diff,NETWORK TV_diff_lag1,NETWORK TV_diff_lag2,NETWORK TV_diff_lag3,NETWORK TV_diff_lag4,NETWORK TV_diff_lag5,NEWSPAPER_diff,NEWSPAPER_diff_lag1,NEWSPAPER_diff_lag2,NEWSPAPER_diff_lag3,NEWSPAPER_diff_lag4,NEWSPAPER_diff_lag5,OUTDOOR_diff,OUTDOOR_diff_lag1,OUTDOOR_diff_lag2,OUTDOOR_diff_lag3,OUTDOOR_diff_lag4,OUTDOOR_diff_lag5,SPOT TV_diff,SPOT TV_diff_lag1,SPOT TV_diff_lag2,SPOT TV_diff_lag3,SPOT TV_diff_lag4,SPOT TV_diff_lag5,SUNDAY MAGS_diff,SUNDAY MAGS_diff_lag1,SUNDAY MAGS_diff_lag2,SUNDAY MAGS_diff_lag3,SUNDAY MAGS_diff_lag4,SUNDAY MAGS_diff_lag5,SYNDICATION_diff,SYNDICATION_diff_lag1,SYNDICATION_diff_lag2,SYNDICATION_diff_lag3,SYNDICATION_diff_lag4,SYNDICATION_diff_lag5,TOTAL_diff,TOTAL_diff_lag1,TOTAL_diff_lag2,TOTAL_diff_lag3,TOTAL_diff_lag4,TOTAL_diff_lag5,value_diff
2014-05-19,-357.29999999999995,249.89999999999998,183.1,-413.0,21.5,382.7,-484.4,40.099999999999966,444.3,0.0,-197.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.79999999999995,883.2,-17.099999999999994,33.8,40.3,-1511.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-814.4,814.4,0.0,0.0,2.299999999999999,-1.6999999999999993,0.40000000000000036,-5.9,14.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,282.1,69.30000000000001,-67.19999999999999,-292.4,248.8,67.6,-88.40000000000009,1240.7,-270.9000000000001,136.9000000000001,128.0,-864.4000000000001,147.57931377294517
2014-05-26,495.4999999999998,-357.29999999999995,249.89999999999998,183.1,-413.0,21.5,606.9,-484.4,40.099999999999966,444.3,0.0,-197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-395.6,468.79999999999995,883.2,-17.099999999999994,33.8,40.3,125.4,0.0,0.0,0.0,0.0,0.0,366.3,0.0,0.0,-814.4,814.4,0.0,5.9,2.299999999999999,-1.6999999999999993,0.40000000000000036,-5.9,14.4,0.0,0.0,0.0,0.0,0.0,0.0,-52.0,282.1,69.30000000000001,-67.19999999999999,-292.4,248.8,1152.5,-88.40000000000009,1240.7,-270.9000000000001,136.9000000000001,128.0,1752.9584523980702
2014-06-02,-213.49999999999977,495.4999999999998,-357.29999999999995,249.89999999999998,183.1,-413.0,-606.9,606.9,-484.4,40.099999999999966,444.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-112.60000000000002,-395.6,468.79999999999995,883.2,-17.099999999999994,33.8,-122.80000000000001,125.4,0.0,0.0,0.0,0.0,-366.3,366.3,0.0,0.0,-814.4,814.4,5.1,5.9,2.299999999999999,-1.6999999999999993,0.40000000000000036,-5.9,0.0,0.0,0.0,0.0,0.0,0.0,-100.30000000000001,-52.0,282.1,69.30000000000001,-67.19999999999999,-292.4,-1357.1,1152.5,-88.40000000000009,1240.7,-270.9000000000001,136.9000000000001,632.5391034990935
2014-06-09,91.79999999999995,-213.49999999999977,495.4999999999998,-357.29999999999995,249.89999999999998,183.1,394.0,-606.9,606.9,-484.4,40.099999999999966,444.3,0.0,0.0,0.0,0.0,0.0,0.0,142.9000000000001,160.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-130.0,-112.60000000000002,-395.6,468.79999999999995,883.2,-17.099999999999994,122.80000000000001,-122.80000000000001,125.4,0.0,0.0,0.0,0.0,-366.3,366.3,0.0,0.0,-814.4,-7.6,5.1,5.9,2.299999999999999,-1.6999999999999993,0.40000000000000036,0.0,0.0,0.0,0.0,0.0,0.0,468.6,-100.30000000000001,-52.0,282.1,69.30000000000001,-67.19999999999999,1082.5,-1357.1,1152.5,-88.40000000000009,1240.7,-270.9000000000001,568.0458369959015
2014-06-16,167.5,91.79999999999995,-213.49999999999977,495.4999999999998,-357.29999999999995,249.89999999999998,1166.6,394.0,-606.9,606.9,-484.4,40.099999999999966,0.0,0.0,0.0,0.0,0.0,0.0,-303.2000000000001,142.9000000000001,160.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.79999999999984,-130.0,-112.60000000000002,-395.6,468.79999999999995,883.2,-125.4,122.80000000000001,-122.80000000000001,125.4,0.0,0.0,0.0,0.0,-366.3,366.3,0.0,0.0,-3.0,-7.6,5.1,5.9,2.299999999999999,-1.6999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,57.20000000000016,468.6,-100.30000000000001,-52.0,282.1,69.30000000000001,1014.4000000000001,1082.5,-1357.1,1152.5,-88.40000000000009,1240.7,-310.1622614883199
2014-06-23,-200.09999999999997,167.5,91.79999999999995,-213.49999999999977,495.4999999999998,-357.29999999999995,-1560.6,1166.6,394.0,-606.9,606.9,-484.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-303.2000000000001,142.9000000000001,160.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003.5,54.79999999999984,-130.0,-112.60000000000002,-395.6,468.79999999999995,0.0,-125.4,122.80000000000001,-122.80000000000001,125.4,0.0,0.0,0.0,0.0,-366.3,366.3,0.0,-9.5,-3.0,-7.6,5.1,5.9,2.299999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-637.9000000000002,57.20000000000016,468.6,-100.30000000000001,-52.0,282.1,-404.5,1014.4000000000001,1082.5,-1357.1,1152.5,-88.40000000000009,54.181107344455086
2014-06-30,-340.20000000000005,-200.09999999999997,167.5,91.79999999999995,-213.49999999999977,495.4999999999998,2116.3,-1560.6,1166.6,394.0,-606.9,606.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-303.2000000000001,142.9000000000001,160.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2807.6,2003.5,54.79999999999984,-130.0,-112.60000000000002,-395.6,0.0,0.0,-125.4,122.80000000000001,-122.80000000000001,125.4,428.9,0.0,0.0,0.0,-366.3,366.3,-0.20000000000000007,-9.5,-3.0,-7.6,5.1,5.9,0.0,0.0,0.0,0.0,0.0,0.0,663.3000000000001,-637.9000000000002,57.20000000000016,468.6,-100.30000000000001,-52.0,60.40000000000009,-404.5,1014.4000000000001,1082.5,-1357.1,1152.5,775.4516431761476
2014-07-07,247.70000000000002,-340.20000000000005,-200.09999999999997,167.5,91.79999999999995,-213.49999999999977,-2116.3,2116.3,-1560.6,1166.6,394.0,-606.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-303.2000000000001,142.9000000000001,160.3,0.0,0.0,0.0,0.0,0.0,0.0,675.5,-2807.6,2003.5,54.79999999999984,-130.0,-112.60000000000002,0.0,0.0,0.0,-125.4,122.80000000000001,-122.80000000000001,-428.9,428.9,0.0,0.0,0.0,-366.3,33.800000000000004,-0.20000000000000007,-9.5,-3.0,-7.6,5.1,0.0,0.0,0.0,0.0,0.0,0.0,-446.90000000000003,663.3000000000001,-637.9000000000002,57.20000000000016,468.6,-100.30000000000001,-2035.0000000000002,60.40000000000009,-404.5,1014.4000000000001,1082.5,-1357.1,-317.9317959054388
2014-07-14,-72.60000000000002,247.70000000000002,-340.20000000000005,-200.09999999999997,167.5,91.79999999999995,0.0,-2116.3,2116.3,-1560.6,1166.6,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-303.2000000000001,142.9000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-640.2,675.5,-2807.6,2003.5,54.79999999999984,-130.0,0.0,0.0,0.0,0.0,-125.4,122.80000000000001,0.0,-428.9,428.9,0.0,0.0,0.0,-23.500000000000004,33.800000000000004,-0.20000000000000007,-9.5,-3.0,-7.6,0.0,0.0,0.0,0.0,0.0,0.0,23.099999999999966,-446.90000000000003,663.3000000000001,-637.9000000000002,57.20000000000016,468.6,-713.3,-2035.0000000000002,60.40000000000009,-404.5,1014.4000000000001,1082.5,-161.75511608555098
2014-07-21,52.400000000000034,-72.60000000000002,247.70000000000002,-340.20000000000005,-200.09999999999997,167.5,394.0,0.0,-2116.3,2116.3,-1560.6,1166.6,0.0,0.0,0.0,0.0,0.0,0.0,160.3,0.0,0.0,0.0,0.0,-303.2000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-37.599999999999994,-640.2,675.5,-2807.6,2003.5,54.79999999999984,0.0,0.0,0.0,0.0,0.0,-125.4,0.0,0.0,-428.9,428.9,0.0,0.0,-1.8999999999999986,-23.500000000000004,33.800000000000004,-0.20000000000000007,-9.5,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,-114.59999999999997,23.099999999999966,-446.90000000000003,663.3000000000001,-637.9000000000002,57.20000000000016,452.6999999999996,-713.3,-2035.0000000000002,60.40000000000009,-404.5,1014.4000000000001,-107.76894738163901
2014-07-28,-273.70000000000005,52.400000000000034,-72.60000000000002,247.70000000000002,-340.20000000000005,-200.09999999999997,-302.0,394.0,0.0,-2116.3,2116.3,-1560.6,0.0,0.0,0.0,0.0,0.0,0.0,-160.3,160.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-19.2,-37.599999999999994,-640.2,675.5,-2807.6,2003.5,157.0,0.0,0.0,0.0,0.0,0.0,207.9,0.0,0.0,-428.9,428.9,0.0,0.09999999999999964,-1.8999999999999986,-23.500000000000004,33.800000000000004,-0.20000000000000007,-9.5,0.0,0.0,0.0,0.0,0.0,0.0,-154.4,-114.59999999999997,23.099999999999966,-446.90000000000003,663.3000000000001,-637.9000000000002,-544.5999999999998,452.6999999999996,-713.3,-2035.0000000000002,60.40000000000009,-404.5,-11.924415575464081
2014-08-04,-3.099999999999998,-273.70000000000005,52.400000000000034,-72.60000000000002,247.70000000000002,-340.20000000000005,105.0,-302.0,394.0,0.0,-2116.3,2116.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.3,160.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.6,-19.2,-37.599999999999994,-640.2,675.5,-2807.6,-157.0,157.0,0.0,0.0,0.0,0.0,-207.9,207.9,0.0,0.0,-428.9,428.9,3.1999999999999993,0.09999999999999964,-1.8999999999999986,-23.500000000000004,33.800000000000004,-0.20000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,-44.800000000000004,-154.4,-114.59999999999997,23.099999999999966,-446.90000000000003,663.3000000000001,-252.99999999999977,-544.5999999999998,452.6999999999996,-713.3,-2035.0000000000002,60.40000000000009,-867.191695872647
2014-08-11,-31.3,-3.099999999999998,-273.70000000000005,52.400000000000034,-72.60000000000002,247.70000000000002,14.599999999999994,105.0,-302.0,394.0,0.0,-2116.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.3,160.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51.6,51.6,-19.2,-37.599999999999994,-640.2,675.5,0.0,-157.0,157.0,0.0,0.0,0.0,0.0,-207.9,207.9,0.0,0.0,-428.9,-11.1,3.1999999999999993,0.09999999999999964,-1.8999999999999986,-23.500000000000004,33.800000000000004,0.0,0.0,0.0,0.0,0.0,0.0,-42.1,-44.800000000000004,-154.4,-114.59999999999997,23.099999999999966,-446.90000000000003,-121.50000000000003,-252.99999999999977,-544.5999999999998,452.6999999999996,-713.3,-2035.0000000000002,71.38844813851392
2014-08-18,304.2,-31.3,-3.099999999999998,-273.70000000000005,52.400000000000034,-72.60000000000002,-211.6,14.599999999999994,105.0,-302.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.3,160.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.9,-51.6,51.6,-19.2,-37.599999999999994,-640.2,0.0,0.0,-157.0,157.0,0.0,0.0,0.0,0.0,-207.9,207.9,0.0,0.0,12.9,-11.1,3.1999999999999993,0.09999999999999964,-1.8999999999999986,-23.500000000000004,0.0,0.0,0.0,0.0,0.0,0.0,552.3,-42.1,-44.800000000000004,-154.4,-114.59999999999997,23.099999999999966,762.6999999999999,-121.50000000000003,-252.99999999999977,-544.5999999999998,452.6999999999996,-713.3,-47.351124343469564
2014-08-25,344.50000000000006,304.2,-31.3,-3.099999999999998,-273.70000000000005,52.400000000000034,846.3,-211.6,14.599999999999994,105.0,-302.0,394.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.3,160.3,0.0,0.0,0.0,0.0,0.0,0.0,1174.3999999999999,104.9,-51.6,51.6,-19.2,-37.599999999999994,0.0,0.0,0.0,-157.0,157.0,0.0,0.0,0.0,0.0,-207.9,207.9,0.0,0.6999999999999993,12.9,-11.1,3.1999999999999993,0.09999999999999964,-1.8999999999999986,0.0,0.0,0.0,0.0,0.0,0.0,98.5,552.3,-42.1,-44.800000000000004,-154.4,-114.59999999999997,2464.3999999999996,762.6999999999999,-121.50000000000003,-252.99999999999977,-544.5999999999998,452.6999999999996,-297.27191183826653
2014-09-01,-215.10000000000002,344.50000000000006,304.2,-31.3,-3.099999999999998,-273.70000000000005,-737.0999999999999,846.3,-211.6,14.599999999999994,105.0,-302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.3,0.0,0.0,0.0,0.0,0.0,0.0,-1267.2,1174.3999999999999,104.9,-51.6,51.6,-19.2,0.0,0.0,0.0,0.0,-157.0,157.0,53.1,0.0,0.0,0.0,-207.9,207.9,1.4000000000000004,0.6999999999999993,12.9,-11.1,3.1999999999999993,0.09999999999999964,0.0,0.0,0.0,0.0,0.0,0.0,-555.6999999999999,98.5,552.3,-42.1,-44.800000000000004,-154.4,-2720.6,2464.3999999999996,762.6999999999999,-121.50000000000003,-252.99999999999977,-544.5999999999998,641.5397210586452
2014-09-08,-201.40000000000003,-215.10000000000002,344.50000000000006,304.2,-31.3,-3.099999999999998,459.50000000000006,-737.0999999999999,846.3,-211.6,14.599999999999994,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,-1267.2,1174.3999999999999,104.9,-51.6,51.6,0.0,0.0,0.0,0.0,0.0,-157.0,-53.1,53.1,0.0,0.0,0.0,-207.9,-5.199999999999999,1.4000000000000004,0.6999999999999993,12.9,-11.1,3.1999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,20.10000000000001,-555.6999999999999,98.5,552.3,-42.1,-44.800000000000004,249.89999999999998,-2720.6,2464.3999999999996,762.6999999999999,-121.50000000000003,-252.99999999999977,-1458.9139445933724
2014-09-15,-116.6,-201.40000000000003,-215.10000000000002,344.50000000000006,304.2,-31.3,-371.70000000000005,459.50000000000006,-737.0999999999999,846.3,-211.6,14.599999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.30000000000001,30.0,-1267.2,1174.3999999999999,104.9,-51.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.1,53.1,0.0,0.0,0.0,-2.200000000000001,-5.199999999999999,1.4000000000000004,0.6999999999999993,12.9,-11.1,0.0,0.0,0.0,0.0,0.0,0.0,-65.2,20.10000000000001,-555.6999999999999,98.5,552.3,-42.1,-433.4,249.89999999999998,-2720.6,2464.3999999999996,762.6999999999999,-121.50000000000003,-472.10182351391995
2014-09-22,-115.6,-116.6,-201.40000000000003,-215.10000000000002,344.50000000000006,304.2,-197.0,-371.70000000000005,459.50000000000006,-737.0999999999999,846.3,-211.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.4,122.30000000000001,30.0,-1267.2,1174.3999999999999,104.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-53.1,53.1,0.0,0.0,-2.6999999999999993,-2.200000000000001,-5.199999999999999,1.4000000000000004,0.6999999999999993,12.9,0.0,0.0,0.0,0.0,0.0,0.0,25.299999999999997,-65.2,20.10000000000001,-555.6999999999999,98.5,552.3,475.4,-433.4,249.89999999999998,-2720.6,2464.3999999999996,762.6999999999999,361.5656848841609
2014-09-29,0.0,-115.6,-116.6,-201.40000000000003,-215.10000000000002,344.50000000000006,227.8,-197.0,-371.70000000000005,459.50000000000006,-737.0999999999999,846.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-929.8,765.4,122.30000000000001,30.0,-1267.2,1174.3999999999999,0.0,0.0,0.0,0.0,0.0,0.0,167.6,0.0,0.0,-53.1,53.1,0.0,-5.9,-2.6999999999999993,-2.200000000000001,-5.199999999999999,1.4000000000000004,0.6999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,-75.3,25.299999999999997,-65.2,20.10000000000001,-555.6999999999999,98.5,-615.6,475.4,-433.4,249.89999999999998,-2720.6,2464.3999999999996,677.6224465568012
2014-10-06,40.2,0.0,-115.6,-116.6,-201.40000000000003,-215.10000000000002,-227.8,227.8,-197.0,-371.70000000000005,459.50000000000006,-737.0999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.4,-929.8,765.4,122.30000000000001,30.0,-1267.2,0.0,0.0,0.0,0.0,0.0,0.0,-167.6,167.6,0.0,0.0,-53.1,53.1,0.0,-5.9,-2.6999999999999993,-2.200000000000001,-5.199999999999999,1.4000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.3,25.299999999999997,-65.2,20.10000000000001,-555.6999999999999,-284.79999999999995,-615.6,475.4,-433.4,249.89999999999998,-2720.6,-377.9548976147489
2014-10-13,-5.700000000000003,40.2,0.0,-115.6,-116.6,-201.40000000000003,0.0,-227.8,227.8,-197.0,-371.70000000000005,459.50000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.700000000000003,70.4,-929.8,765.4,122.30000000000001,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-167.6,167.6,0.0,0.0,-53.1,17.2,0.0,-5.9,-2.6999999999999993,-2.200000000000001,-5.199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.3,25.299999999999997,-65.2,20.10000000000001,6.800000000000011,-284.79999999999995,-615.6,475.4,-433.4,249.89999999999998,565.14366724914
2014-10-20,-7.300000000000001,-5.700000000000003,40.2,0.0,-115.6,-116.6,231.3,0.0,-227.8,227.8,-197.0,-371.70000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,-4.700000000000003,70.4,-929.8,765.4,122.30000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-167.6,167.6,0.0,0.0,1.1000000000000014,17.2,0.0,-5.9,-2.6999999999999993,-2.200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-75.3,25.299999999999997,-65.2,271.6,6.800000000000011,-284.79999999999995,-615.6,475.4,-433.4,-1208.0737064730056
2014-10-27,-27.2,-7.300000000000001,-5.700000000000003,40.2,0.0,-115.6,-152.70000000000002,231.3,0.0,-227.8,227.8,-197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-70.4,46.5,-4.700000000000003,70.4,-929.8,765.4,0.0,0.0,0.0,0.0,0.0,0.0,419.3,0.0,0.0,-167.6,167.6,0.0,5.399999999999999,1.1000000000000014,17.2,0.0,-5.9,-2.6999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,605.5,0.0,0.0,0.0,-75.3,25.299999999999997,779.9000000000001,271.6,6.800000000000011,-284.79999999999995,-615.6,475.4,1317.686144198091
2014-11-03,11.3,-27.2,-7.300000000000001,-5.700000000000003,40.2,0.0,-78.6,-152.70000000000002,231.3,0.0,-227.8,227.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.299999999999997,-70.4,46.5,-4.700000000000003,70.4,-929.8,0.0,0.0,0.0,0.0,0.0,0.0,-419.3,419.3,0.0,0.0,-167.6,167.6,-4.0,5.399999999999999,1.1000000000000014,17.2,0.0,-5.9,0.0,0.0,0.0,0.0,0.0,0.0,-253.8,605.5,0.0,0.0,0.0,-75.3,-753.7,779.9000000000001,271.6,6.800000000000011,-284.79999999999995,-615.6,-733.095288553468
2014-11-10,129.29999999999998,11.3,-27.2,-7.300000000000001,-5.700000000000003,40.2,0.0,-78.6,-152.70000000000002,231.3,0.0,-227.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.8,-9.299999999999997,-70.4,46.5,-4.700000000000003,70.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-419.3,419.3,0.0,0.0,-167.6,-1.3000000000000007,-4.0,5.399999999999999,1.1000000000000014,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-291.4,-253.8,605.5,0.0,0.0,0.0,155.40000000000003,-753.7,779.9000000000001,271.6,6.800000000000011,-284.79999999999995,-704.958042898601
2014-11-17,323.0,129.29999999999998,11.3,-27.2,-7.300000000000001,-5.700000000000003,0.0,0.0,-78.6,-152.70000000000002,231.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0,318.8,-9.299999999999997,-70.4,46.5,-4.700000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-419.3,419.3,0.0,0.0,12.900000000000002,-1.3000000000000007,-4.0,5.399999999999999,1.1000000000000014,17.2,0.0,0.0,0.0,0.0,0.0,0.0,-60.3,-291.4,-253.8,605.5,0.0,0.0,864.6999999999999,155.40000000000003,-753.7,779.9000000000001,271.6,6.800000000000011,191.96643873498033
2014-11-24,797.2000000000004,323.0,129.29999999999998,11.3,-27.2,-7.300000000000001,0.0,0.0,0.0,-78.6,-152.70000000000002,231.3,0.0,0.0,0.0,0.0,0.0,0.0,160.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156.8,589.0,318.8,-9.299999999999997,-70.4,46.5,125.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-419.3,419.3,0.0,-19.6,12.900000000000002,-1.3000000000000007,-4.0,5.399999999999999,1.1000000000000014,0.0,0.0,0.0,0.0,0.0,0.0,553.2,-60.3,-291.4,-253.8,605.5,0.0,2773.2,864.6999999999999,155.40000000000003,-753.7,779.9000000000001,271.6,3480.1707662650115
2014-12-01,-1141.0000000000005,797.2000000000004,323.0,129.29999999999998,11.3,-27.2,211.6,0.0,0.0,0.0,-78.6,-152.70000000000002,0.0,0.0,0.0,0.0,0.0,0.0,-160.3,160.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1368.8,1156.8,589.0,318.8,-9.299999999999997,-70.4,31.599999999999994,125.4,0.0,0.0,0.0,0.0,624.6,0.0,0.0,0.0,-419.3,419.3,18.2,-19.6,12.900000000000002,-1.3000000000000007,-4.0,5.399999999999999,0.0,0.0,0.0,0.0,0.0,0.0,344.0,553.2,-60.3,-291.4,-253.8,605.5,-1440.0,2773.2,864.6999999999999,155.40000000000003,-753.7,779.9000000000001,-2704.2189367431492
2014-12-08,386.3,-1141.0000000000005,797.2000000000004,323.0,129.29999999999998,11.3,-14.599999999999994,211.6,0.0,0.0,0.0,-78.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.3,160.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.299999999999955,-1368.8,1156.8,589.0,318.8,-9.299999999999997,-157.0,31.599999999999994,125.4,0.0,0.0,0.0,-624.6,624.6,0.0,0.0,0.0,-419.3,78.1,18.2,-19.6,12.900000000000002,-1.3000000000000007,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,-417.00000000000006,344.0,553.2,-60.3,-291.4,-253.8,-776.2,-1440.0,2773.2,864.6999999999999,155.40000000000003,-753.7,469.9665170906228
2014-12-15,940.4,386.3,-1141.0000000000005,797.2000000000004,323.0,129.29999999999998,14.599999999999994,-14.599999999999994,211.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.3,0.0,-160.3,160.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.10000000000002,-27.299999999999955,-1368.8,1156.8,589.0,318.8,0.0,-157.0,31.599999999999994,125.4,0.0,0.0,0.0,-624.6,624.6,0.0,0.0,0.0,-15.900000000000006,78.1,18.2,-19.6,12.900000000000002,-1.3000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,-147.09999999999997,-417.00000000000006,344.0,553.2,-60.3,-291.4,1128.3999999999999,-776.2,-1440.0,2773.2,864.6999999999999,155.40000000000003,1358.7533217781856
2014-12-22,244.8000000000004,940.4,386.3,-1141.0000000000005,797.2000000000004,323.0,-211.6,14.599999999999994,-14.599999999999994,211.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160.3,160.3,0.0,-160.3,160.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.4999999999999,176.10000000000002,-27.299999999999955,-1368.8,1156.8,589.0,157.0,0.0,-157.0,31.599999999999994,125.4,0.0,0.0,0.0,-624.6,624.6,0.0,0.0,-68.1,-15.900000000000006,78.1,18.2,-19.6,12.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,536.1,-147.09999999999997,-417.00000000000006,344.0,553.2,-60.3,975.5,1128.3999999999999,-776.2,-1440.0,2773.2,864.6999999999999,6529.607102210222
