FIXED TIME,CABLE TV,MAGAZINES,NAT SPOT RADIO,NATL NEWSP,NETWORK RADIO,NETWORK TV,NEWSPAPER,OUTDOOR,SPOT TV,SUNDAY MAGS,SYNDICATION,TOTAL,Unnamed: 0,value,onediffvalue,TOTALdiff,valuediff
2018-01-22,147.6,0.0,49.0,286.1,0.0,244.6,139.1,0.0,60.1,0.0,0.0,926.3999999999999,1571,20366.793558081135,119.97331333301099,-4962.3,-537.3901431843915
2018-01-29,208.89999999999998,1080.3000000000002,80.9,130.6,5.6,6893.0,6.6,3468.2000000000003,42.300000000000004,0.0,0.0,11916.500000000005,1578,19229.92276417002,-298.8479680987418,10990.100000000006,-1136.8707939111155
2018-02-05,550.0,321.5,104.8,169.8,9.8,1217.4,135.1,0.0,540.1000000000001,0.0,95.2,3143.799999999999,1585,18512.019510448165,154.78222613605288,-8772.700000000006,-717.9032537218554
2018-02-12,879.5999999999999,782.7,104.8,689.6999999999999,9.8,100.1,165.1,0.0,163.0,0.0,0.0,2894.5999999999995,1592,18060.968323409554,-137.2555211359551,-249.19999999999936,-451.0511870386108
2018-02-19,1043.1000000000001,200.7,104.8,2313.7000000000003,9.8,4219.7,381.79999999999995,0.0,203.5,0.0,0.0,8476.900000000001,1599,18969.559315497863,121.60044845420725,5582.300000000002,908.5909920883096
2018-02-26,337.5,685.4000000000001,86.3,898.2999999999998,5.3,3615.9,14.0,3305.8000000000006,112.1,0.0,0.0,9060.600000000002,1606,19034.28021537871,56.731888653066044,583.7000000000007,64.72089988084554
2018-03-05,53.3,240.9,72.4,285.8,2.0,199.8,22.6,0.0,69.69999999999999,0.0,56.8,1003.1999999999998,1613,19681.529043414623,-14.194294699136533,-8057.400000000002,647.2488280359139
2018-03-12,219.10000000000002,461.7,72.4,0.0,2.0,1039.5,0.0,0.0,112.7,0.0,135.6,2043.0,1620,18616.048116463626,-338.6838369500526,1039.8000000000002,-1065.480926950997
2018-03-19,1253.9,257.2,72.4,89.1,2.0,1738.9,18.0,0.0,290.8,0.0,135.6,3857.899999999999,1627,18920.227570750027,188.94582773904767,1814.8999999999992,304.17945428640087
2018-03-26,227.6,948.2,91.2,35.7,8.3,752.7,0.0,2883.6,249.9,0.0,0.0,5197.2,1634,19859.65954170004,248.90950896510594,1339.3000000000006,939.4319709500123
2018-04-02,143.6,261.0,204.3,35.7,45.9,445.9,0.0,0.0,282.7,0.0,0.0,1419.1,1641,19526.19163757871,-195.33858433342488,-3778.1,-333.4679041213276
2018-04-09,341.3,0.0,204.3,178.60000000000002,45.9,2123.7,0.6,0.0,73.4,0.0,295.0,3262.8,1648,18395.955203319205,154.65575713961775,1843.7000000000003,-1130.2364342595065
2018-04-16,709.9,261.0,204.3,39.5,45.9,774.0,28.7,0.0,210.8,0.0,0.0,2274.1,1655,18177.13019449525,-306.8001811838549,-988.7000000000003,-218.8250088239547
2018-04-23,856.0,521.7,204.3,47.3,45.9,1491.3,0.6,0.0,218.3,0.0,90.0,3475.3999999999996,1662,17397.77095735921,-104.55586857319882,1201.2999999999997,-779.3592371360392
2018-04-30,628.3000000000001,878.2,57.4,0.0,28.3,1778.3,18.700000000000003,4030.2999999999993,331.1,0.0,0.0,7750.500000000002,1669,17202.532662568705,-105.95288619653145,4275.100000000002,-195.2382947905062
2018-05-07,235.9,309.3,32.9,0.0,25.3,173.3,76.2,0.0,81.8,0.0,0.0,934.7,1676,17433.98560120441,144.47095729123092,-6815.800000000002,231.45293863570623
2018-05-14,98.9,0.0,32.9,180.3,25.3,964.6,244.3,0.0,304.5,0.0,0.0,1850.8000000000004,1683,19041.840293624296,113.23223377822433,916.1000000000004,1607.8546924198854
2018-05-21,805.7,521.7,32.9,977.3999999999999,25.3,446.2,141.10000000000002,0.0,172.0,0.0,0.0,3122.2000000000003,1690,20337.003788174403,133.8295702024547,1271.3999999999999,1295.1634945501064
2018-05-28,169.0,244.0,36.6,1091.0,18.4,0.0,99.1,2700.2999999999997,212.2,0.0,0.0,4570.799999999999,1697,20321.998155049205,-229.40244081458258,1448.599999999999,-15.005633125198074
2018-06-04,236.5,0.0,41.4,1704.7,9.1,315.0,71.39999999999999,0.0,228.8,0.0,0.0,2607.0999999999995,1704,18399.288487067657,69.44525717640045,-1963.6999999999998,-1922.7096679815477
2018-06-11,435.8,354.9,41.4,1458.4,9.1,37.2,233.60000000000002,0.0,235.30000000000004,0.0,0.0,2806.0000000000005,1711,19598.41712243873,-219.35546685741514,198.900000000001,1199.1286353710711
2018-06-18,585.5999999999999,302.90000000000003,41.4,1320.2999999999997,9.1,139.5,331.8,0.0,522.8,0.0,0.0,3253.6,1718,18811.159628879086,74.40018740236282,447.59999999999945,-787.2574935596422
2018-06-25,410.0,806.2,51.9,85.6,11.2,0.0,0.0,1598.2999999999997,456.3,0.0,0.0,3419.399999999999,1725,18869.35376136112,167.5421348966676,165.79999999999927,58.19413248203273
2018-07-02,131.1,261.0,114.60000000000001,108.80000000000001,23.799999999999997,96.7,17.9,0.0,244.3,0.0,0.0,998.3,1732,19330.48263750802,-246.68790471912922,-2421.0999999999995,461.12887614690044
2018-07-09,113.6,924.6,114.60000000000001,184.9,23.799999999999997,168.1,18.1,0.0,120.3,0.0,45.0,1712.8000000000002,1739,17758.67211491755,-135.79627595202692,714.5000000000002,-1571.8105225904692
2018-07-16,0.0,386.4,114.60000000000001,160.3,23.799999999999997,0.0,25.8,0.0,240.0,0.0,0.0,950.9,1746,18961.901793704707,273.45245989006855,-761.9000000000002,1203.2296787871564
2018-07-23,0.0,0.0,114.60000000000001,388.20000000000005,23.799999999999997,0.0,82.6,0.0,144.70000000000002,0.0,0.0,753.8000000000002,1753,19724.96313527848,232.15809835818695,-197.0999999999998,763.0613415737753
2018-07-30,102.1,839.5,48.300000000000004,303.20000000000005,78.5,29.0,43.900000000000006,2685.0000000000005,30.200000000000003,0.0,0.0,4159.600000000001,1760,19213.402008797293,-387.05725283012623,3405.800000000001,-511.5611264811887
2018-08-06,268.29999999999995,0.0,21.8,906.0,100.3,285.0,361.19999999999993,0.0,290.8,0.0,0.0,2233.2000000000003,1767,18462.279850463838,149.55325485255682,-1926.400000000001,-751.1221583334554
2018-08-13,369.7,261.0,21.8,906.0,100.3,0.0,269.1,0.0,252.8,0.0,0.0,2180.6,1774,18996.846500409454,183.76641932367406,-52.600000000000364,534.5666499456165
2018-08-20,320.5,521.7,21.8,906.0,100.3,0.0,109.4,0.0,245.39999999999998,0.0,0.0,2225.0999999999995,1781,18898.843467714225,-89.67776807865341,44.499999999999545,-98.0030326952292
2018-08-27,304.7,645.5,41.400000000000006,37.4,71.7,362.0,77.4,2511.7000000000007,249.29999999999998,0.0,0.0,4301.200000000001,1788,18219.545809485506,-88.99638690650012,2076.1000000000013,-679.2976582287192
2018-09-03,84.1,0.0,90.7,37.4,0.0,1704.4,38.1,0.0,134.39999999999998,0.0,0.0,2089.2,1795,18953.472090952488,-199.3985767157839,-2212.000000000001,733.9262814669819
2018-09-10,65.8,782.7,90.7,765.3,0.0,1676.2,9.6,0.0,82.5,0.0,0.0,3472.9000000000005,1802,17100.95935957863,-194.67461800070683,1383.7000000000007,-1852.5127313738594
2018-09-17,252.89999999999998,523.3,90.7,670.6,0.0,624.6,1.7999999999999998,0.0,96.5,0.0,7.3,2267.7,1809,18146.929520430713,480.55748292324284,-1205.2000000000007,1045.9701608520845
2018-09-24,72.4,424.7,90.7,75.1,0.0,1568.0,4.5,0.0,258.7,0.0,64.0,2558.1,1816,17040.50569022934,-449.767771028714,290.4000000000001,-1106.4238302013728
2018-10-01,131.5,895.1999999999999,40.0,491.3,0.0,489.6,100.1,2763.9,247.4,0.0,0.0,5158.799999999999,1820,16366.237159808585,-4009.2721726044515,2600.6999999999994,-674.2685304207553
